,cat2,url
0,12016021001,/itemdetail/2301428333?inflow=wsl
1,12016021001,/itemdetail/2429054242?inflow=wsl
2,12016021001,/itemdetail/2757633970?inflow=wsl
3,12016021001,/itemdetail/1002840624?inflow=wsl
4,12016021001,/itemdetail/2668818308?inflow=wsl
5,12016021001,/itemdetail/1001594949?inflow=wsl
6,12016021001,/itemdetail/2562296362?inflow=wsl
7,12016021001,/itemdetail/2522926999?inflow=wsl
8,12016021001,/itemdetail/1002194299?inflow=wsl
9,12016021001,/itemdetail/2218429430?inflow=wsl
10,12016021001,/itemdetail/2277693792?inflow=wsl
11,12016021001,/itemdetail/2000112840?inflow=wsl
12,12016021001,/itemdetail/2833626018?inflow=wsl
13,12016021001,/itemdetail/2508926982?inflow=wsl
14,12016021001,/itemdetail/2070137814?inflow=wsl
15,12016021001,/itemdetail/2553225580?inflow=wsl
16,12016021001,/itemdetail/2335804420?inflow=wsl
17,12016021001,/itemdetail/2482360627?inflow=wsl
18,12016021001,/itemdetail/2663081164?inflow=wsl
19,12016021001,/itemdetail/1002174793?inflow=wsl
20,12016021001,/itemdetail/2396080814?inflow=wsl
21,12016021001,/itemdetail/1002561973?inflow=wsl
22,12016021001,/itemdetail/2685892149?inflow=wsl
23,12016021001,/itemdetail/2006558976?inflow=wsl
24,12016021001,/itemdetail/2482355402?inflow=wsl
25,12016021001,/itemdetail/2469593342?inflow=wsl
26,12016021001,/itemdetail/1001846952?inflow=wsl
27,12016021001,/itemdetail/1001718150?inflow=wsl
28,12016021001,/itemdetail/2482374493?inflow=wsl
29,12016021001,/itemdetail/1001904951?inflow=wsl
30,12016021001,/itemdetail/2059771153?inflow=wsl
31,12016021001,/itemdetail/2174369662?inflow=wsl
32,12016021001,/itemdetail/2784677451?inflow=wsl
33,12016021001,/itemdetail/2649866984?inflow=wsl
34,12016021001,/itemdetail/2469668135?inflow=wsl
35,12016021001,/itemdetail/1002211057?inflow=wsl
36,12016021001,/itemdetail/1001431330?inflow=wsl
37,12016021001,/itemdetail/2325652019?inflow=wsl
38,12016021001,/itemdetail/2450858840?inflow=wsl
39,12016021001,/itemdetail/2289613340?inflow=wsl
40,12016021001,/itemdetail/1002601717?inflow=wsl
41,12016021001,/itemdetail/2484037938?inflow=wsl
42,12016021001,/itemdetail/1002628838?inflow=wsl
43,12016021001,/itemdetail/2234264892?inflow=wsl
44,12016021001,/itemdetail/1002192054?inflow=wsl
45,12016021001,/itemdetail/2307300033?inflow=wsl
46,12016021001,/itemdetail/2840466633?inflow=wsl
47,12016021001,/itemdetail/2252294835?inflow=wsl
48,12016021001,/itemdetail/2359548544?inflow=wsl
49,12016021001,/itemdetail/2873617509?inflow=wsl
50,12016021001,/itemdetail/2423518576?inflow=wsl
51,12016021001,/itemdetail/1001977344?inflow=wsl
52,12016021001,/itemdetail/2831680313?inflow=wsl
53,12016021001,/itemdetail/1002462542?inflow=wsl
54,12016021001,/itemdetail/2753964169?inflow=wsl
55,12016021001,/itemdetail/2542780000?inflow=wsl
56,12016021001,/itemdetail/2696814471?inflow=wsl
57,12016021001,/itemdetail/2040240564?inflow=wsl
58,12016021001,/itemdetail/1001678039?inflow=wsl
59,12016021001,/itemdetail/1001652485?inflow=wsl
60,12016021001,/itemdetail/1002628797?inflow=wsl
61,12016021001,/itemdetail/2040976184?inflow=wsl
62,12016021002,/itemdetail/1001502479?inflow=wsl
63,12016021002,/itemdetail/1002940417?inflow=wsl
64,12016021002,/itemdetail/1001027378?inflow=wsl
65,12016021002,/itemdetail/1001652104?inflow=wsl
66,12016021002,/itemdetail/2299201995?inflow=wsl
