,Id,Tags,category,subcat,Rating,Review
0,2301428333,여자 가방 쇼핑몰 여자 옷 쇼핑몰 추천 대여 쇼핑몰 대여 쇼핑몰 여자 지갑 추천 여자 동전지갑 귀여운 동전지갑 퍼 동전지갑 여자 겨울 코디 여자 지갑 쇼핑몰,bags,12016021001,추천,"기여@@ 운 동전@@ 지갑@@ ♡ 복@@ 실@@ 복@@ 실 기여@@ 운 털@@ 동전@@ 지갑@@ 입니다. 가방 키링@@ 으로도 괜찮구요~ 열@@ 쇠 동전 립스틱@@ .@@ 등 작은 물건@@ 들@@ .@@ 넣고 다니기@@ 에도 안성맞춤@@ 입니다
"
1,2301428333,여자 가방 쇼핑몰 여자 옷 쇼핑몰 추천 대여 쇼핑몰 대여 쇼핑몰 여자 지갑 추천 여자 동전지갑 귀여운 동전지갑 퍼 동전지갑 여자 겨울 코디 여자 지갑 쇼핑몰,bags,12016021001,추천,"기@@ 염 깜찍@@ ^^ 털이 보@@ 슬@@ 보@@ 슬@@ .@@ 하구요@@ ~~^^ 귀여워요. 동전@@ 이랑 립스틱@@ 정도 넣고 다니기 딱이@@ 구요~ 열@@ 쇠@@ 같은 물건도 넣기 좋아요!!
"
2,2301428333,여자 가방 쇼핑몰 여자 옷 쇼핑몰 추천 대여 쇼핑몰 대여 쇼핑몰 여자 지갑 추천 여자 동전지갑 귀여운 동전지갑 퍼 동전지갑 여자 겨울 코디 여자 지갑 쇼핑몰,bags,12016021001,적극추천,"너무 이뻐요 ^^ 사진으로 남겨@@ 보@@ 기는 처음이에요 근데 너무너무 만족스러워요 ^^ 너무 이뻐요 털빠짐은 돌돌@@ 이로 좀 빼@@ 니까 괜찮아요
"
3,2301428333,여자 가방 쇼핑몰 여자 옷 쇼핑몰 추천 대여 쇼핑몰 대여 쇼핑몰 여자 지갑 추천 여자 동전지갑 귀여운 동전지갑 퍼 동전지갑 여자 겨울 코디 여자 지갑 쇼핑몰,bags,12016021001,적극추천,"강추@@ 템 털빠짐이 좀 있긴한데 처음@@ 만 그러@@ 구 괜찮아요@@ ^.^ 판매자분도 너무 친절하시고 너무너무 이뻐요 가격대비 너무너무 만족합니다
"
4,2301428333,여자 가방 쇼핑몰 여자 옷 쇼핑몰 추천 대여 쇼핑몰 대여 쇼핑몰 여자 지갑 추천 여자 동전지갑 귀여운 동전지갑 퍼 동전지갑 여자 겨울 코디 여자 지갑 쇼핑몰,bags,12016021001,적극추천,"너무 귀엽@@ 습니다! 아는 동생@@ 에게 선물@@ 할@@ 겸 커플로 하려고 검은색 두개@@ 로 샀는데 저도 동생도 대만족입니다. 털도 부드럽고 크기 또한 딱 동전@@ 만 넣고@@ 다닐 것을 찾고 다녔@@ 어서 너무 마음에 들어요. 생긴@@ 것도 먼지@@ 같아서 검은색으로 샀는데 정말 귀엽@@ 습니다!
"
5,2301428333,여자 가방 쇼핑몰 여자 옷 쇼핑몰 추천 대여 쇼핑몰 대여 쇼핑몰 여자 지갑 추천 여자 동전지갑 귀여운 동전지갑 퍼 동전지갑 여자 겨울 코디 여자 지갑 쇼핑몰,bags,12016021001,만족,"털 부드럽고 좋아요@@ ^.^
"
6,2301428333,여자 가방 쇼핑몰 여자 옷 쇼핑몰 추천 대여 쇼핑몰 대여 쇼핑몰 여자 지갑 추천 여자 동전지갑 귀여운 동전지갑 퍼 동전지갑 여자 겨울 코디 여자 지갑 쇼핑몰,bags,12016021001,만족,"친구 선물용으로 줘@@ 써@@ 여 차@@ 키링@@ 으로 조아여
"
7,2301428333,여자 가방 쇼핑몰 여자 옷 쇼핑몰 추천 대여 쇼핑몰 대여 쇼핑몰 여자 지갑 추천 여자 동전지갑 귀여운 동전지갑 퍼 동전지갑 여자 겨울 코디 여자 지갑 쇼핑몰,bags,12016021001,만족,"가방에 달@@ 고@@ 다니는@@ 중@@ 이에여
"
8,2301428333,여자 가방 쇼핑몰 여자 옷 쇼핑몰 추천 대여 쇼핑몰 대여 쇼핑몰 여자 지갑 추천 여자 동전지갑 귀여운 동전지갑 퍼 동전지갑 여자 겨울 코디 여자 지갑 쇼핑몰,bags,12016021001,만족,"선물@@ 주려고 산건@@ 데.. 기냥 제가 다 쓰려구요 너무 이뻐요 ^^
"
9,2301428333,여자 가방 쇼핑몰 여자 옷 쇼핑몰 추천 대여 쇼핑몰 대여 쇼핑몰 여자 지갑 추천 여자 동전지갑 귀여운 동전지갑 퍼 동전지갑 여자 겨울 코디 여자 지갑 쇼핑몰,bags,12016021001,만족,"진짜 너무너무너무 이뻐요! 꼭 구매@@ 추천!!
"
